t,omega_r,omega_phi,omega_z
0.20000608908800002,-62.50153243176845,64.81196990160763,154.34488914275624
0.40001511161950004,-68.33665540088461,-66.26146705775078,-164.898747284801
0.6000153338205001,-80.43264966050663,-81.76572424773036,-179.43437988751066
0.8000155560215,89.79348321519088,-86.70299020732708,219.25449081659468
1.000014800408,-81.27361357124838,-62.856476382992014,-148.36925682722162
1.200015022609,-51.759388109338715,50.00977760255806,-128.5026143859822
1.40001524481,58.26114505604038,50.562362583796514,127.36078323847777
1.600005688866,109.62408242096657,-84.81642669081597,150.21662360548618
1.800005911067,62.24543839241859,66.63101637793243,-143.58968383657418
2.000006133268,107.31905084629938,-105.66150071948707,-166.80115408159583
2.1999965773240002,-51.81234851405006,-56.653863504303956,-117.69916904616557
2.3999967995250002,51.36750672690944,55.055257665966664,-118.82148648311642
2.5999960439115006,-40.03944101841455,37.665417423647085,86.02967732279104
2.8000060442575,44.54526437173678,46.56952005618284,-108.45182631046063
3.0000062664585,58.52886508341143,51.96001869562099,114.03832828868354
3.2000162668045,53.455824127237705,58.132267931853676,80.81891229385495
3.4000164890054996,-89.4162638901617,99.14647693317104,-74.99728803882445
3.6000167112065,50.434535718282035,53.48561175413765,112.0596981125406
3.8000267115525004,-58.35096734903581,59.05139351280043,69.93323094214468
4.0000269337535,-79.6445981296502,83.62027600206821,-125.18146441410154
4.2000271559545,-54.49745606347284,59.510431185511976,65.93702195078477
4.4000371563005,54.80236556271784,49.02958736078968,56.382127807505185
4.6000373785015,-56.2651496041332,-62.420450478465796,-53.370931778688345
4.8000376007025,-74.97393356543184,-76.72054390388959,58.78641456719731
5.0000378229035,70.97528428685786,65.24777303859642,61.38605574009186
5.200052712321999,53.54832342723894,-54.61767724510011,-69.69076976596013
