t,omega_r,omega_phi,omega_z
0.20000608908800002,43.84866720010233,-64.65381579397608,-155.94068650587994
0.40001511161950004,-45.690356645979705,62.02442036809049,-154.42264896774188
0.6000153338205001,-55.455574597343485,-52.3439054890255,-152.0605747065023
0.8000155560215,35.57537860895215,-63.38980178719157,-158.7050654167599
1.000014800408,30.647806349337856,-58.96604972360936,-162.79614620165174
1.200015022609,-41.8569538191783,37.05946136677383,85.59492390031781
1.40001524481,-10.596724336851466,34.58617726450052,-95.77642496918135
1.600005688866,-27.16219737473878,-33.088784420710326,-73.51049039032895
1.800005911067,34.042031738945326,-43.94776434736788,-94.58158540795031
2.000006133268,36.430930953898326,-39.56551169125865,100.220351184904
2.1999965773240002,-21.516217230752673,-43.62789493073332,-86.55383647776614
2.3999967995250002,23.94607336345814,42.706755501245624,-104.8365661834163
2.5999960439115006,36.99441924170978,44.98593933525649,85.3833745224825
2.8000060442575,24.59132856121917,38.38366486617076,92.71725817336488
3.0000062664585,-3.54577814221102e-06,-36.38976355876879,69.03133873966982
3.2000162668045,-30.39335800278141,-21.137056849033755,60.09801402885148
3.4000164890054996,-11.270053938480729,-27.276663053526562,29.04329483609709
3.6000167112065,11.384218226770486,34.67816912677932,-40.63385378289891
3.8000267115525004,33.83232271158124,37.29799164859347,-55.319183702021064
4.0000269337535,27.60958410046611,-39.325761751801,40.52526498947128
4.2000271559545,27.918820742690244,-41.63412382445199,41.484462223156186
4.4000371563005,-28.962019509714153,38.16544532901813,-54.857464920842204
4.6000373785015,44.93238908385132,37.62250730922085,42.706162769323214
4.8000376007025,-24.049691432969922,-22.933800410855838,-39.482729625327636
5.0000378229035,-29.672528664718328,-23.909935684811728,46.082946412297815
5.200052712321999,27.02676794149083,-27.296358417064624,29.980293489375114
