t,omega_r,omega_phi,omega_z
0.1000059779875,55.23684226064299,-76.58169312388645,178.70281891687307
0.30000131111600004,62.06340685877816,80.30119426218572,191.38332472683214
0.5000103336475,-72.19845788614164,-88.51924166581999,-208.18126906686967
0.7000105558484999,-77.08484807242512,-101.85509336120056,235.15729767119723
0.900009800235,-51.502047949456426,61.96477568643607,-162.322287852891
1.1000100224359999,84.5620617671549,-126.99788046946308,-219.10600242233738
1.3000151337094998,71.18854634048523,82.72471861861848,172.1254916094711
1.5000153559105,30.89898141614494,-63.89853592866264,-120.18086220664415
1.7000057999665001,33.584690503726584,52.40442793154554,106.56234175461009
1.9000060221675001,3.481942743759987,-49.89774781846455,102.91647262839226
2.1000062443685,-46.74339038001804,73.83620336630659,141.07066823525417
2.2999966884245,40.86154630860752,-48.80425108133231,102.47308126640414
2.4999969106255002,-29.522387049263557,-46.44943189609188,-98.80938878801425
2.700005933157,-31.775905043019613,-41.31351508494685,-83.85780924433774
2.900006155358,35.56774620159087,-43.44489673648225,96.53072675093446
3.1000161557039996,-32.5588917368036,44.58633277833161,99.37047650937058
3.300016377905,29.85843468156326,42.94721718694638,89.71140950529033
3.5000166001059996,28.908941621283958,-43.115865831596565,46.680774921002055
3.700026600452,-30.04055978202544,44.4642735558245,84.8377587181781
3.9000268226530004,32.582388242039926,43.43659258340012,-91.05120687935326
4.100027044854,31.94191220302781,45.463904538886304,-94.78254272468699
4.300027267055,31.79695309764753,-46.545450923245554,90.13347880503872
4.500037267401,-31.632138927570118,-43.278784121673525,46.653898773178746
4.700037489602,-31.76333310758043,48.25980040444984,91.12378646671529
4.900037711803,31.769810636618615,44.24429984901956,-48.13828526770709
