t,omega_r,omega_phi,omega_z
0.1000059779875,72.94184262942171,101.34772557522193,-215.78497825503106
0.30000131111600004,-72.78272180236307,100.8078351054289,215.12066380775968
0.5000103336475,-73.50780066936508,-94.23736484015672,-213.0315704766609
0.7000105558484999,-70.73335204097172,-113.6609377025409,-211.39212211855587
0.900009800235,-63.85687755570144,-72.8208905022661,183.97607927259858
1.1000100224359999,38.738057832473935,-60.63125656851673,119.46898531807575
1.3000151337094998,-38.3075466608187,-56.96184794685533,119.58671736006123
1.5000153559105,-31.86462901667828,-43.26018924900852,-79.95089683930155
1.7000057999665001,30.45408246547305,-44.83845300465488,78.26446737071151
1.9000060221675001,-32.833817206340825,46.033586625887146,81.58558545421977
2.1000062443685,-32.38517650827541,48.80859642415401,85.5718605129928
2.2999966884245,33.30030384120018,49.7200623484358,84.70160856986536
2.4999969106255002,-37.73742284305325,54.921416380540236,-91.77394600947831
2.700005933157,37.476405658064685,55.26625000583584,96.9806756925534
2.900006155358,36.71345988511779,51.541742733577905,86.67026118413288
3.1000161557039996,30.862726348729154,-43.27906985379822,80.2878524197798
3.300016377905,-29.891341955780973,-42.5538951088154,76.5035798574653
3.5000166001059996,33.924465522608415,-47.02519502125352,-81.77099255376008
3.700026600452,33.72904690617738,49.27252016326213,82.09388913670556
3.9000268226530004,-34.81251252632645,-49.91828129382002,-83.2781114055741
4.100027044854,31.460654356802998,47.935815474149045,79.27716760573256
4.300027267055,35.48070521206179,50.69440486545098,83.2435446740073
4.500037267401,-39.15033615057828,44.167360280346095,75.74018487683556
4.700037489602,-36.59242115811552,-53.358697495609746,-85.34795172577456
4.900037711803,34.19023330043341,48.38477794159019,82.25750634700447
