t,omega_r,omega_phi,omega_z
0.1000059779875,26.389588526380003,39.18641239169012,84.46975825070646
0.30000131111600004,-26.87211088463893,40.041900646522116,87.00385095805849
0.5000103336475,-27.60088579218005,42.86412370013719,-102.05180037754292
0.7000105558484999,46.741669577553694,-46.239323944021166,-129.88524947960443
0.900009800235,-27.216331509082224,34.91465239877244,-52.372150644995074
1.1000100224359999,-20.94791067207015,29.829602163880978,35.734183185106886
1.3000151337094998,-20.575528061231473,33.42527101714707,62.467217528039846
1.5000153559105,19.153574566735955,-26.74651230950103,-54.24579257458031
1.7000057999665001,-22.505423906649803,31.383279668959673,-30.92475532346694
1.9000060221675001,-24.935546624550184,35.31980305820403,-38.847433531052715
2.1000062443685,25.802485146562653,34.103866873474445,70.64920560035054
2.2999966884245,23.653128250402524,30.394373151962718,-35.83403718040734
2.4999969106255002,25.87790957168471,-32.35499021800282,40.225647764286464
2.700005933157,27.358730058116087,-36.144980276172994,-43.14104559035211
2.900006155358,-26.797759096833744,37.54829932494159,42.75663631403662
3.1000161557039996,-26.985901156118317,38.01401463195754,-43.997478655052944
3.300016377905,28.16888758161914,-37.760468939588534,-44.49600955418187
3.5000166001059996,25.500783994846195,31.900254456643836,39.86131958065321
3.700026600452,-27.747880984289253,32.86150997275616,-42.19412298896101
3.9000268226530004,-26.868568143530908,-33.50859336629609,-39.85738936706342
4.100027044854,28.56011222399661,-38.476643501380515,42.244103282141324
4.300027267055,-27.616062682923754,38.81312481804589,41.949029958905875
4.500037267401,-28.773752067946702,-37.40349486630096,-44.14835002327635
4.700037489602,-28.680441620262158,39.64311462413971,44.63383735800485
4.900037711803,28.546334926422787,-40.89047354854243,-45.4113695950643
