t,omega_r,omega_phi,omega_z
0.20000608908800002,34.35916078903492,29.865913046241744,50.8246939565025
0.40001511161950004,25.121403869241377,33.53077329377564,-51.37986789889155
0.6000153338205001,26.185809979530546,30.496426592031682,-49.80908226908042
0.8000155560215,-32.25772083629943,15.328557740924737,-58.77335474178071
1.000014800408,31.823196322952356,45.09401658504794,-54.33594909678669
1.200015022609,41.0538290099602,44.69756180037339,-79.66404831924064
1.40001524481,-34.45675409988745,29.8136215887385,35.643391155680206
1.600005688866,34.11976467773698,-40.28611533546348,61.19687433470996
1.800005911067,-31.951624849531697,-50.39643726875477,-62.047524591298895
2.000006133268,-40.738031723773716,-38.18107773091005,61.56109477627689
2.1999965773240002,-41.90215978658466,-46.17696510353541,60.32000947890511
2.3999967995250002,-23.09193608023267,42.44755927678503,44.77924743553372
2.5999960439115006,16.844825415930387,42.70092705210948,-56.12721979435108
2.8000060442575,-40.63723268197273,-48.48933300015587,59.79241040347708
3.0000062664585,-22.80331169418237,46.30241927875828,59.797984826833186
3.2000162668045,30.95913001490979,43.51288409018514,-54.37006238931977
3.4000164890054996,33.910855175606116,37.67282272864492,50.62975686565832
3.6000167112065,33.04288239226952,36.04629087123675,-43.275885378401725
3.8000267115525004,34.6628981796799,37.340768714367556,47.934398930886516
4.0000269337535,34.861840751083065,39.7156411038377,46.76319040245275
4.2000271559545,35.64020638166312,36.7650681250463,46.872863846428984
4.4000371563005,28.00333655943986,36.91488414703693,47.35046435177854
4.6000373785015,33.20823372915362,-27.70484395588808,-38.46455739762402
4.8000376007025,33.33935342177614,33.374370126245225,-52.04591934476258
5.0000378229035,33.21614257017234,-34.102791264147314,45.039860791586676
5.200052712321999,29.84028266115,-28.7884726078628,-46.96674181440696
