t,omega_r,omega_phi,omega_z
0.20000608908800002,-34.377816736797456,-30.377372320435825,50.82590007452313
0.40001511161950004,25.10915022305406,30.24908418410635,-51.37659254846932
0.6000153338205001,26.184676211985064,-30.69714679284374,-49.810292369727335
0.8000155560215,32.25852181302011,-30.318541781138748,-58.77423771246828
1.000014800408,31.82273201191208,23.315039936717625,-54.33621789034555
1.200015022609,41.06091063401901,29.92486184276339,-79.66605706765763
1.40001524481,34.45730890664477,-23.633790447647968,35.65082251137734
1.600005688866,34.11983271437062,30.684056232616356,61.19846736035082
1.800005911067,32.635626792767795,-31.112501110677414,-62.04989055602141
2.000006133268,-40.69067937009392,40.140683049421924,61.56090978553496
2.1999965773240002,-3.517553835763465e-06,4.114133684991685,60.32165913206899
2.3999967995250002,-23.095042867201343,30.218388594060855,44.78141214677221
2.5999960439115006,-16.84309412463297,40.638284775036,-56.12704805749195
2.8000060442575,-40.632897791495424,31.567118525121657,59.78639184161045
3.0000062664585,-22.809742629827397,-26.292048643659143,59.79812495258865
3.2000162668045,-30.95968455635392,-40.72547123561651,-54.37125525385704
3.4000164890054996,33.911412774199135,-35.868163437789434,50.63065652279222
3.6000167112065,33.041402236410164,29.564287538390644,-43.2734396261574
3.8000267115525004,34.661490721508244,-30.246049258200316,-48.23773323516605
4.0000269337535,34.86184288340331,-37.63655092530263,46.76319040245275
4.2000271559545,35.63961602022803,29.38696506224676,46.87369456522494
4.4000371563005,27.997682449082888,-28.968991303788812,47.350767158124455
4.6000373785015,33.208041312191085,-24.16404047848448,-38.46341670683823
4.8000376007025,33.3383922666918,21.562613032782636,-52.04620184777883
5.0000378229035,33.21538917078034,-43.77091146253811,45.03992163414699
5.200052712321999,29.836662643649106,41.2814966181779,-46.962602883171115
