t,omega_r,omega_phi,omega_z
0.1000059779875,43.5445288151446,-63.56873091909407,154.4029117537111
0.30000131111600004,46.329692552021235,64.58215720549654,159.6943173535619
0.5000103336475,-52.32030682553219,-70.61717723673908,170.14921627258272
0.7000105558484999,42.268828651890345,44.95583122657639,-113.67657424664056
0.900009800235,30.683818922479958,-44.182963974683105,-85.65438855543304
1.1000100224359999,-39.77853282995113,-49.815092487365554,127.92667443133821
1.3000151337094998,-33.264996181462976,42.53928217004541,121.21715792424942
1.5000153559105,-39.117011629625544,-53.913188299515134,-122.72436389403515
1.7000057999665001,39.53617028781071,-59.31579883660906,-69.97254560323995
1.9000060221675001,61.61476022930569,-67.79918323865762,89.05412983530115
2.1000062443685,41.437210708275124,64.7911777280691,-131.0833357950347
2.2999966884245,50.418949710377575,80.95200472390464,-74.28624159134915
2.4999969106255002,-62.46980995769475,99.6975677192312,88.87794966243506
2.700005933157,-58.8730727198476,96.36288292022361,83.22142407748935
2.900006155358,47.0013529515459,72.8954927553638,68.7893274668089
3.1000161557039996,38.53602683152879,-50.43551737551382,55.53741554197894
3.300016377905,-38.11943948765671,55.37371773784102,59.45807175118019
3.5000166001059996,33.63980752958629,47.13885098310031,51.75755578679652
3.700026600452,36.20887305280463,-47.942610726597,53.26883963262097
3.9000268226530004,-34.756836898707995,48.73803993193236,-51.35343883428201
4.100027044854,-36.52099281613492,-49.07335697732303,52.148731509666085
4.300027267055,33.72693781538486,48.2974034119413,49.53134128874677
4.500037267401,33.872815831285834,-48.64528401745073,53.459373254969094
4.700037489602,31.971263376981625,41.29462116316453,-46.36355280552618
4.900037711803,29.459544069844128,-41.42867577590758,46.486335510619625
