t,omega_r,omega_phi,omega_z
0.20000608908800002,52.21508165306794,70.80516062410399,-165.80674407407324
0.40001511161950004,-51.7794335356144,-69.46882313105229,-163.78926588933223
0.6000153338205001,-52.341244353635176,-64.36396655344996,-150.55031651086566
0.8000155560215,35.795447475660126,37.03652978976859,104.92576354735674
1.000014800408,41.22727393987586,-55.80007694905083,86.56583447880344
1.200015022609,43.613520310157384,-50.71002576903777,-117.67921369330733
1.40001524481,-63.492911851643925,62.79636492319122,-140.12438042860092
1.600005688866,44.244710388488784,109.30931023840972,185.59591305618463
1.800005911067,-57.42173932077792,-67.47940770915191,-129.35427162561936
2.000006133268,-51.65848999201768,-95.31288480830585,-157.1245040241626
2.1999965773240002,37.582578848737825,-59.548871765249544,-132.80913400460116
2.3999967995250002,42.60699601216484,-99.19357348728593,-155.92439018965075
2.5999960439115006,-37.930902259940964,-78.96807000401063,-133.77184368441198
2.8000060442575,-35.71833322434959,-60.29380673767636,125.72741857548165
3.0000062664585,49.35790770307642,-75.21155369877417,-123.87471679315786
3.2000162668045,39.746205424334505,84.7942825532646,-133.3606106522672
3.4000164890054996,-42.10256084907539,56.073005558017755,-101.81503798245697
3.6000167112065,-51.02474316447359,-96.83279575129427,137.8482243964287
3.8000267115525004,38.704858485498335,-53.6383276394653,-89.48659959526177
4.0000269337535,-29.918118693020688,-43.489498987836114,-95.1851981102673
4.2000271559545,-39.20135747863304,56.69886977279853,-111.63871636943372
4.4000371563005,-36.91859842592392,-62.534056928486876,-93.62607888949066
4.6000373785015,39.08460630218423,-65.10123773510846,-46.329090226543116
4.8000376007025,46.81324999436529,-60.705029259511406,-115.50989958448218
5.0000378229035,-48.35585976275378,78.89337887187634,62.09810673636375
5.200052712321999,-37.14025922267048,58.66458137587884,-105.86694442656471
