t,omega_r,omega_phi,omega_z
0.20000608908800002,63.10917287663278,38.40175207696072,202.55837434198133
0.40001511161950004,-64.85873595515952,53.74809990647957,204.76730971746574
0.6000153338205001,70.27145650837222,49.91930199178279,-226.95779096974746
0.8000155560215,29.305899826039138,54.240751436054126,-208.98190396313794
1.000014800408,-77.85780049837936,-60.73539060830268,120.01728143558135
1.200015022609,-116.02256296092958,-81.92913818232336,-171.09423660290884
1.40001524481,85.51557976158945,71.4206395594864,185.3631744443084
1.600005688866,37.643734150846555,-45.11222074222995,-111.53717360167622
1.800005911067,-36.5415896595735,40.43393169734205,-101.90304492405552
2.000006133268,34.52184079252068,20.672755358216563,84.08425829084406
2.1999965773240002,35.57855089254309,-27.83714503524942,85.36529637783667
2.3999967995250002,34.15582740000994,-38.37572989168555,82.17717289508442
2.5999960439115006,-23.925298524309724,29.85295337980152,-78.68783247962844
2.8000060442575,29.57217590952301,-28.566823524116558,-72.50477780513162
3.0000062664585,37.45339411518637,37.39513906679812,103.27747999474744
3.2000162668045,36.57210059330686,-44.03465702899426,-79.9133610207168
3.4000164890054996,37.769528124710234,-39.05494973831473,116.2162172272664
3.6000167112065,-42.313505295866904,-21.79808009705377,55.48702675294143
3.8000267115525004,-46.922762722455815,-21.41906432098527,-131.4688791488353
4.0000269337535,-43.80742462560774,-49.38073400929002,-70.36156931052633
4.2000271559545,-35.86454151660041,34.83431984910294,-99.13158397345613
4.4000371563005,33.26816651064729,1.2317962330143928e-06,51.39480577051134
4.6000373785015,-40.537931521252915,-43.85661406262841,-114.72754249512715
4.8000376007025,42.77350432044939,45.10302730162168,-73.77733927412837
5.0000378229035,-42.525251190884376,-40.982789559922026,-68.66222841169218
5.200052712321999,35.752600002693356,-11.781815939965128,-41.797851924543835
